Peso;elastic_energy;CO2;p1_x;p1_y;p1_z;p1_T;p2_x;p2_y;p2_z;p2_T;p3_x;p3_y;p3_z;p3_T;p4_x;p4_y;p4_z;p4_T;p5_x;p5_y;p5_z;p5_T
50834,020513905954;29,462955574461837;132168,45333615548;1,4228318845371107e-05;4,2145450737756354e-05;9,049759271595359e-06;0,0;-2,636630509576804e-05;4,0901506488045115e-05;-0,00010186667014175967;0,0;-3,787586467172368e-05;-1,1139829432230607e-07;-0,00017218501096752194;0,0;-2,6339534166746883e-05;-4,089990283922499e-05;-0,00010113045481367696;0,0;-8,854755998951646e-06;-4,191945769082623e-05;9,261654874947473e-06;0,0
37237,89116332959;30,129586996126427;96818,51702465693;1,5371191815008097e-05;3,909051371709724e-05;1,1009011925438036e-05;0,0;-2,2090763333603293e-05;4,931527339271923e-05;-0,00012921862693665646;0,0;-4,009239159634695e-05;1,0546504444704958e-07;-0,0002423288681733251;0,0;-2,2161329281106644e-05;-4,910232634153414e-05;-0,00012880260641894988;0,0;-4,180058949288486e-06;-3,8752490869785124e-05;1,074515321594307e-05;0,0
37098,3854564641;23,016617876164524;96455,80218680667;1,331612849666026e-05;4,1996884022069824e-05;7,18997052360995e-06;0,0;-2,7144844184911116e-05;3,69345909036062e-05;-0,00010097991522157357;0,0;-3,3970436150180345e-05;2,3574918699336022e-08;-0,0001629449199897391;0,0;-2,704401698020449e-05;-3,6851009153555386e-05;-0,00010085000745022098;0,0;-8,792380854745493e-06;-4,1892423362817234e-05;6,977860857665182e-06;0,0
49471,8945745985;34,16647628922947;128626,9258939561;1,4412096025902987e-05;4,192002629750293e-05;9,15561320969896e-06;0,0;-1,8042606149407873e-05;4,390367699484865e-05;-0,00012009767769773758;0,0;-2,4963923553991907e-05;-4,473259453551842e-08;-0,0002044375462884257;0,0;-1,789143267934083e-05;-4,3813877190001614e-05;-0,00011985023377994591;0,0;-7,66533468263788e-06;-4,166876923147396e-05;8,920343326713367e-06;0,0
29737,74354691666;24,383186206554893;77318,13322198331;1,5087542206868115e-05;4,8182033583609804e-05;1,2138239906980749e-05;0,0;-5,4927996528440365e-05;4,434799482990546e-05;-0,00011773459126508294;0,0;-7,61780587755068e-05;-3,3258209625562845e-08;-0,0001984476317585439;0,0;-5,4969838493277396e-05;-4,429726756813129e-05;-0,00011714658886346619;0,0;-1,4848610243282214e-05;-4,7913394635814146e-05;1,1923192874017771e-05;0,0
30550,280621964812;29,389128078575816;79430,72961710852;1,6502517640539037e-05;4,390465462684578e-05;1,1246948553877121e-05;0,0;-3,20871576526316e-05;5,2055204963528153e-05;-0,00014717021942616115;0,0;-5,5366417464219895e-05;-1,241831387353421e-07;-0,0002682063240596192;0,0;-3,206666004087223e-05;-5,220732707181986e-05;-0,0001463905516777162;0,0;-6,152186783296244e-06;-4,396536352292892e-05;1,1839826189854587e-05;0,0
49348,228416923324;32,18136330294952;128305,39388400064;1,3536307383333477e-05;3,999072586229744e-05;7,252953716689799e-06;0,0;-1,2290349602997607e-05;3,718610770330963e-05;-0,00011763704289128079;0,0;-1,4405193221774562e-05;2,1215233860035555e-07;-0,00019269125153220765;0,0;-1,2136078909544962e-05;-3,6780840519766645e-05;-0,00011767550924770457;0,0;-5,861620814011479e-06;-3,956024461035415e-05;6,55929980736653e-06;0,0
43310,661828459415;29,73579401344883;112607,72075399448;1,670188075150375e-05;4,365827749361723e-05;1,1914868954528629e-05;0,0;-2,725670094043467e-05;4,882802230784233e-05;-0,00011065144454792005;0,0;-4,708870081011188e-05;-1,6331638088302047e-07;-0,00019644212738273756;0,0;-2,6870296275636737e-05;-4,891018175716617e-05;-0,00011064527851632939;0,0;-4,829129559756198e-06;-4,334057895206848e-05;1,0938326033080832e-05;0,0
37517,42865516357;22,677604877384585;97545,31450342528;1,3350888270720094e-05;4,075222839953032e-05;9,004002213341478e-06;0,0;-3,152018479337803e-05;3,9227790333971285e-05;-9,669745491092954e-05;0,0;-4,2637860229642895e-05;-3,785548285197744e-08;-0,0001629197693968522;0,0;-3,201376336887798e-05;-3,9301570407575945e-05;-9,67818495212501e-05;0,0;-1,0581835199841185e-05;-4,1087650929262567e-05;9,449549057674328e-06;0,0
30236,72551772334;25,25576305603517;78615,48634608068;1,5806197202118886e-05;4,525973758050624e-05;1,1310501319654777e-05;0,0;-3,895486848174243e-05;5,009318491523196e-05;-0,00012119470549214378;0,0;-5,972403425823869e-05;-1,9269447185637938e-07;-0,00021220477584063958;0,0;-3,9900588235570965e-05;-5,061768090821325e-05;-0,00012149394210813659;0,0;-1,2050972273068201e-05;-4,646065998223231e-05;1,3118214001186201e-05;0,0
39363,480863944234;26,993542674238242;102345,050246255;1,3466906084249396e-05;4,189079165199091e-05;8,3719276408717e-06;0,0;-2,1764220484791527e-05;4,0502861713285525e-05;-0,00011809369385724794;0,0;-2,9034499337249887e-05;-7,281990326889636e-08;-0,0002016592668994521;0,0;-2,1095546973380777e-05;-4,0278860766371215e-05;-0,00011803882624846565;0,0;-8,079081838342714e-06;-4,1492204893197584e-05;7,30736053627893e-06;0,0
45781,54220729076;38,56096945672444;119032,00973895598;1,5393077763826252e-05;4,2874886174809616e-05;8,125873902102726e-06;0,0;-7,946686581215245e-06;4,709124575874523e-05;-0,00015936069052364048;0,0;-1,2193580681407152e-05;-3,981025231477097e-08;-0,0002821068236304833;0,0;-8,01415372804592e-06;-4,668915317914127e-05;-0,00015895652708387405;0,0;-4,853650037556525e-06;-4,243594827907705e-05;7,768278546904118e-06;0,0
38055,12316488736;24,65658615192627;98943,32022870713;1,3961685368342041e-05;4,336787888862286e-05;9,393962178890683e-06;0,0;-4,267974788988634e-05;4,143356806968302e-05;-9,964592037636392e-05;0,0;-6,248512066763903e-05;-6,285314494668601e-08;-0,00016816633165100202;0,0;-4,322000969940962e-05;-4,1479975043570495e-05;-9,96487140883949e-05;0,0;-1,2192548181986157e-05;-4,363734974930318e-05;9,957944690465003e-06;0,0
27037,05055786334;24,365299010980976;70296,33145044468;1,9240091055171594e-05;5,555017828815027e-05;1,3061715726398122e-05;0,0;-5,803095933936841e-05;5,7313656242407656e-05;-0,00012862325837163625;0,0;-9,121957031945375e-05;-6,178240812101649e-08;-0,00022277453215754323;0,0;-5,766498240579486e-05;-5,719954866642858e-05;-0,00012765064800221524;0,0;-1,0449566339575042e-05;-5,494014694569041e-05;1,2585979763476327e-05;0,0
48768,31111972424;33,99003204440625;126797,60891128302;1,4984654926828426e-05;4,262261699836505e-05;9,856412463069166e-06;0,0;-2,1722310408176945e-05;4,538521317556701e-05;-0,0001165730528833677;0,0;-3,346839459217392e-05;3,372125543251634e-08;-0,00020162249538860963;0,0;-2,1533140568033605e-05;-4,5224956060606964e-05;-0,0001157885433976783;0,0;-7,438199725942064e-06;-4,198996269447386e-05;9,631256034006335e-06;0,0
31167,2723345384;27,8580866576369;81034,90806979984;1,5645376607032093e-05;4,435197064559504e-05;9,016161944508811e-06;0,0;-2,3141953980729215e-05;4,6948355575324635e-05;-0,0001434431068627298;0,0;-3,223864935605092e-05;-3,869977765399473e-08;-0,0002487494518752217;0,0;-2,3292637616836283e-05;-4,658337321622149e-05;-0,00014274335000731943;0,0;-6,458048673499359e-06;-4,3996292028598864e-05;8,916442925779598e-06;0,0
42086,352535186765;27,63319288373048;109424,51659148559;1,3807431669944534e-05;4,241097010202151e-05;9,765668232203769e-06;0,0;-3,281735015388247e-05;4,127916613745093e-05;-0,00010526528098933013;0,0;-4,6557945503376054e-05;-1,206567152865917e-08;-0,00017814229796984905;0,0;-3,2770728485503284e-05;-4,124116335593209e-05;-0,00010465723689880393;0,0;-1,0477294558541412e-05;-4,206031117295027e-05;9,503198412937273e-06;0,0
28834,716633332853;27,491784716138145;74970,26324666542;1,4468392837814982e-05;4,500176991682288e-05;1,1690887621106261e-05;0,0;-3,685292039271844e-05;4,79238257691321e-05;-0,0001409733071905593;0,0;-5,1084169560295045e-05;-2,595033419357364e-08;-0,0002459493493012865;0,0;-3,659349087858739e-05;-4,783692691405525e-05;-0,00014090761156494152;0,0;-1,2817796330945332e-05;-4,482853758774503e-05;1,1254724982384003e-05;0,0
49853,07399917383;28,71416927280137;129617,99239785197;1,3316068050741665e-05;4,039806312416058e-05;6,2525369152591955e-06;0,0;-2,0381085951446634e-05;3,6415185442678306e-05;-0,00010114536390647919;0,0;-2,750169276938387e-05;-1,2911117610299158e-07;-0,00016600524630325196;0,0;-2,057903486442738e-05;-3,644061567686017e-05;-0,00010085707588792034;0,0;-7,061719297490502e-06;-4,0373206586616535e-05;6,436485039395681e-06;0,0
43972,28850703623;36,845068595501054;114327,9501182942;1,6418030827340986e-05;4,578566840975517e-05;1,1010903109199159e-05;0,0;-2,057699505034536e-05;5,4347316769068326e-05;-0,00014006056230272333;0,0;-3,295850505519084e-05;1,1867176953879279e-07;-0,00024603675631425085;0,0;-2,0433243435379564e-05;-5,4038318902049584e-05;-0,00013956680574569386;0,0;-7,128033190737227e-06;-4,5139745662568525e-05;1,03509801011487e-05;0,0
38889,755540144644;23,97072355814884;101113,36440437607;1,5111907755365874e-05;4,084042908572838e-05;9,963901020402238e-06;0,0;-3,0019408696971633e-05;4,099966147468191e-05;-0,00010108556240134683;0,0;-4,616354265965067e-05;-6,01304554216719e-08;-0,00017834985458043488;0,0;-3,045555602446783e-05;-4,1160947114160244e-05;-0,00010098733940980915;0,0;-6,428557146975978e-06;-4,119758964474311e-05;1,060403154139048e-05;0,0
31145,17694073812;24,784340260371074;80977,46004591911;1,367626661706541e-05;4,4112576381414114e-05;1,1401255304952568e-05;0,0;-4,739801484504851e-05;4,393979895377207e-05;-0,00011599026143954065;0,0;-6,62076906184976e-05;2,1757351289871232e-08;-0,00019729547033604943;0,0;-4,767371790733849e-05;-4,3905125558969276e-05;-0,00011623970448269779;0,0;-1,4993776279372567e-05;-4,4268491206308996e-05;1,1563516901822461e-05;0,0
45880,61174938155;29,430246899506503;119289,59054839202;1,485641122669814e-05;4,012518907897566e-05;1,0292218734991824e-05;0,0;-2,1300470981438253e-05;4,3036534134963235e-05;-0,0001071904904935843;0,0;-3,280759048099721e-05;-3,465714266829681e-08;-0,00018788573765766438;0,0;-2,1362440674216762e-05;-4,2915551972251446e-05;-0,00010643978474606582;0,0;-5,65704446871551e-06;-3,965175233061465e-05;9,783149602708918e-06;0,0
39193,98908125458;38,377235540088975;101904,3716112619;1,4383277425574378e-05;4,2207860463831085e-05;1,0045172802591326e-05;0,0;-2,0339958438184682e-05;4,728487624074814e-05;-0,00016264674008729504;0,0;-2,70321005419694e-05;-2,1456871543986515e-08;-0,0002835575124278254;0,0;-2,0646770129392223e-05;-4,731070644569655e-05;-0,00016270686982722873;0,0;-1,04514861565712e-05;-4,222171980045225e-05;1,0702579872404327e-05;0,0
42226,321669224686;24,412183430348016;109788,43633998418;1,6079702609085878e-05;4,680276243360839e-05;7,81261086907891e-06;0,0;-2,6253877139623657e-05;4,438865427410141e-05;-9,970916199318146e-05;0,0;-4,108914847004436e-05;1,3508342285382887e-07;-0,00016802426234616887;0,0;-2,5952026551367795e-05;-4,420220029537579e-05;-9,977740067753715e-05;0,0;-5,74470668390007e-06;-4,66036090999573e-05;7,261841597785395e-06;0,0
27728,101218430296;28,337723229159685;72093,06316791878;1,5607182517852643e-05;4,481396283834996e-05;9,509981530100703e-06;0,0;-3,6757641571727935e-05;4,8179191231306215e-05;-0,00015119926746006047;0,0;-5,3908283788875225e-05;-9,168865888915093e-08;-0,0002656343945723515;0,0;-3,7049841072692447e-05;-4,822237778435138e-05;-0,00015097324882209625;0,0;-8,143115814568137e-06;-4,493612317761875e-05;9,890665911802456e-06;0,0
44326,78146575176;27,86799263994196;115249,63181095458;1,6076830325612706e-05;4,67367724403298e-05;9,849910771272426e-06;0,0;-2,1029799876723136e-05;4,693977241655695e-05;-0,00010644556270219677;0,0;-2,973010502336718e-05;1,1842251587088227e-07;-0,00018037812422751684;0,0;-2,0848174843059235e-05;-4,684017384035706e-05;-0,00010670701013314356;0,0;-8,33407039736265e-06;-4,672123369968926e-05;9,844883995549444e-06;0,0
51285,699144717146;39,74804226961464;133342,8177762646;1,4241374173560306e-05;4,000760610060703e-05;7,748896512550104e-06;0,0;-4,656186710595327e-06;4,079517766782898e-05;-0,00014788771153360404;0,0;-4,817309103505312e-06;1,4844858880173676e-08;-0,0002510962531434418;0,0;-4,909419127613702e-06;-4,0703367117437964e-05;-0,00014685314149625505;0,0;-5,409188824765805e-06;-3,963189706948271e-05;7,849916621037963e-06;0,0
28338,462003610268;20,237105098345527;73680,0012093867;1,473504766565813e-05;4,6956286503260626e-05;1,1876979457734637e-05;0,0;-6,452220308537746e-05;4,632447498691433e-05;-9,780059438553259e-05;0,0;-9,389033664746798e-05;-6,512657297697059e-08;-0,00016808401589206334;0,0;-6,457884732221881e-05;-4,6274189405575165e-05;-9,760330935222294e-05;0,0;-1,5226452634201334e-05;-4,690227496089437e-05;1,2069273006559048e-05;0,0
31069,23744597916;25,731147704076093;80780,01735954582;1,5553144098621126e-05;4,256659063451466e-05;1,1957220922822156e-05;0,0;-3,887830407844291e-05;4,812647464742227e-05;-0,0001240577195532008;0,0;-6,226559272430265e-05;1,6698125080734176e-07;-0,00022241784752445313;0,0;-3,845347015903566e-05;-4,747524933102496e-05;-0,00012312252722552951;0,0;-6,3375059956985656e-06;-4,1352994173285674e-05;1,026671150954122e-05;0,0
44404,71346687095;31,85363949287297;115452,25501386447;1,7672703342166368e-05;5,205031989554499e-05;6,750279355439531e-06;0,0;-1,4614069128337938e-05;4,942600842656838e-05;-0,00012945362573417026;0,0;-2,0892137898776893e-05;-7,859521312506675e-09;-0,00021352081897011406;0,0;-1,5521192976959363e-05;-4,950754742312881e-05;-0,00012874144695966563;0,0;-7,808444214699164e-06;-5,223611889089013e-05;8,027007550796183e-06;0,0
46142,61043961588;38,6959149446228;119970,78714300129;1,527979494517669e-05;4,158688319982408e-05;9,939236313894111e-06;0,0;-1,66674958403897e-05;4,691998648495793e-05;-0,00014204202559537417;0,0;-2,6370828940961588e-05;3,00810656811327e-08;-0,00024728125402778835;0,0;-1,655247749375228e-05;-4,687303688958781e-05;-0,00014139771219145905;0,0;-5,835558122349543e-06;-4,1252779593320256e-05;1,019377584837721e-05;0,0
28654,08646672082;21,491133107778634;74500,62481347413;1,5086645408801848e-05;4,751363873801998e-05;1,1655037521268415e-05;0,0;-5,1869093568038674e-05;4,739069300524824e-05;-0,00010655313176100331;0,0;-7,22536322421267e-05;-2,4483480204350175e-08;-0,00018222315197776118;0,0;-5,1235482062391964e-05;-4,7168980366683863e-05;-0,00010641078475931487;0,0;-1,260110800249314e-05;-4,701489519856001e-05;1,085069391704164e-05;0,0
34063,06168690377;25,650729942992612;88563,9603859498;1,3729120472927102e-05;4,224999548284164e-05;9,207018279844206e-06;0,0;-3,282921736406977e-05;4,1130778327986386e-05;-0,00011720742369949104;0,0;-4,527659511007245e-05;1,0515642178629545e-07;-0,00019720375475247218;0,0;-3,230725442228432e-05;-4,088408008680822e-05;-0,00011686728154709608;0,0;-9,207664496072823e-06;-4,18313872282137e-05;8,579928317257446e-06;0,0
