CO2_emission,Pump_power,Cool_power,Elastic_energy
123185.20550901385,561.8466468258085,477.5696498019314,9.75882392422008
128784.5117611595,848.9856332168577,721.6377882314705,9.87212633397773
129310.16763992212,694.1907831670021,590.0621656886117,9.142958420964668
122853.14010104309,719.0238667011552,611.1702866359711,10.388124973977568
121186.8391940694,773.0748885870917,657.1136545155591,10.95270032822732
123462.86215776073,510.2711129057694,433.7304459699028,11.6531199825424
125289.91040770794,549.6464811823803,467.1995090049485,10.791284430806314
122274.80820655762,562.7085458206603,478.302263947107,10.923693744175075
119058.46163410367,1010.560554313484,858.976470920563,11.966774408061212
127550.90704904372,458.45753089368407,389.6889012596303,8.920828412351579
124908.14927371369,1845.6312592513768,1568.786570326691,10.484933108694504
131961.5342463404,731.7342388058723,621.9741029239198,8.437696849765626
125120.5103293143,527.727315449489,448.5682181320644,8.810253661313375
125714.89050948624,1048.647839133183,891.3505864820979,11.193643625547342
128132.15230653764,918.6785667069718,780.8767144360586,9.427958873520806
127202.75627728325,871.0906392088091,740.4270433264802,9.04503556446263
123026.13674320506,513.2346825474631,436.2494801653425,10.293529566359974
125974.3058473136,1286.839257097541,1093.8133678938816,10.79288336934576
118344.69411503794,1334.1372242588895,1134.016640156296,12.674865630348648
134653.41509205825,591.7760500682219,503.00964255765496,7.992827368283508
129458.08935736964,543.9093375706808,462.3229369350773,9.02487538219412
129642.32401996576,702.2871986837541,596.94411886712,8.706982677022152
123176.51201033073,1654.486993394337,1406.3139443812854,11.40880121640887
121284.57314445724,1264.6759534239566,1074.9745604101167,11.157671721083531
134976.35804153717,701.1253222952232,595.9565239411061,7.829476088255106
128101.39771719735,802.4516095784975,682.083866979951,9.498029381307552
121541.89309667336,463.0748143991359,393.6135922392645,11.454833290135916
124868.52815677012,556.1839118081832,472.7563250369544,9.34944131032752
125765.94059988065,597.5350985450832,507.9048337574548,9.472343027131782
133890.5002905875,1723.2326958422643,1464.747791431398,9.064583006171397
114937.20693124535,812.342468223501,690.4910979425167,13.72163737547654
125497.54845765515,909.0740287277102,772.7129244185408,10.602607600117846
124775.45529804548,1528.7075119768338,1299.4013851177942,10.56840526418496
118197.7573410351,829.131013849952,704.7613546301906,12.172020066765995
127233.59808870134,633.1602712222716,538.1862305358844,10.990558139631707
125034.30933771924,1023.121539387982,869.6533083055182,9.119685081080103
129741.8754443327,1322.370120169535,1124.014602137742,8.899914528387148
130798.15980296476,1206.0021321506738,1025.1017974870788,8.13060479108471
123563.42239687832,605.7045705814451,514.8488849942268,11.920770048977872
121680.8555433911,562.9693236156379,478.5239246739162,11.484427266034208
126256.90161139215,1432.6533728216543,1217.7553668573953,9.754333022683747
127028.29580445224,458.67481930112586,389.8735964059504,8.699261334290437
127578.29825338972,976.282740114044,829.8403289805356,10.024540962670338
124919.96740658024,908.9115393262956,772.5748084273492,12.280662882296893
128331.40891355537,694.6601708335033,590.4611452073307,9.86068537710391
128323.12452147242,1799.4957863393788,1529.5714183524174,9.996585316643705
119985.90440087867,528.3381683164536,449.0874430689697,10.295054063390449
124683.82120217384,1536.5843114174754,1306.096664521648,11.121625748673065
136410.66795120577,813.3054503047695,691.3096319348138,8.141413147514754
131189.00037974596,819.1518489688181,696.2790615430589,8.250894361915979
126316.29788725788,825.5944043576832,701.7552437037044,11.855184061768352
138337.38960714647,789.1595269030702,670.7855978676077,7.654341880023875
123222.38794483128,1166.7945464948884,991.775364423273,11.345348517976287
129214.96974656284,1011.4591672662456,859.740292117217,9.208830872772852
117355.64045768743,706.4365026752841,600.4710251867141,12.516822894115498
122797.32849407254,467.9366205289544,397.74612744961,12.63379996982247
119799.83273311458,914.4347967208544,777.2695303448266,11.384285708893822
127026.69309880608,1023.2760197232756,869.7846164090831,9.040650400286092
122456.73375929848,759.638263595001,645.6925240246863,9.747756101997732
129408.04768458822,578.3336724810815,491.5836211986437,8.737699011121885
121064.93591969852,1725.2855963419947,1466.4927568561282,10.686623188924218
123324.3634266531,793.7774649066326,674.7108451706358,10.412015206288208
121804.26011931073,1043.508619293501,886.9823263385114,10.879569418088533
125276.44133243088,737.8735839834285,627.192544205751,11.31094165290303
127914.64021235368,547.1364255709002,465.0659616700302,8.318657901928493
130959.47191853911,504.9150605137854,429.1778014367163,8.2185208045962
128655.21614289688,1501.6129013418229,1276.3709660152224,10.43069400575326
132772.21979980572,701.396723892122,596.187215308302,9.095348609124446
