E;mu;ro;k;c;a;mesh_size;L;b;h;t_frontal;t_posterior;t_origen;t_final;t_centro_sup;t_centro_inf;t_lat_sup;t_lat_inf;n_nervios_long;t_nervios_long;n_nervios_transv;t_nervios_transv;prctg_ventana_horizontal;prctg_ventana_vertical;diam_ventana;diam_agujero;L_apoyo;T_amb;h_conv;F;Q
132856621500,10468;0,3171850422397256;7216,321961861104;46,37680290732533;474,92571897804737;1,154325028976053e-05;0,06000000617744574;12,039045803667978;1,3131399177908898;1,526687318086624;0,06168425253778696;0,060649631772190335;0,060643281631171705;0,05709965501725674;0,042380158923566336;0,03996771055459976;0,2164871911369264;0,22405808068439365;3;0,03868500336259603;18;0,03243742972612381;0,8036889405921102;0,8924948021955788;0,2885427162609995;0,602808946967125;0,9963723681867123;20,284797212854027;9,976291634142399;10798,64882491529;109,37334014102817
119460416072,97957;0,29707277454435826;7583,605911210179;44,33866836782545;454,1712608523667;1,2546332502551376e-05;0,06000000261623281;11,057936098799109;1,5523801853843033;1,383802017197013;0,054564550526440145;0,05794955507665873;0,055442349459975955;0,0607979619987309;0,03841074782609939;0,04125229376554489;0,23877698736265301;0,2078881916664541;2;0,041264693677425385;19;0,02889485700801015;0,8876281042583286;0,846222132910043;0,30862914584577084;0,5546787356212736;1,0706038972362877;23,00417677201331;10,013535926118493;9260,284055024385;91,59036953002214
112837162287,9058;0,30292016945779326;6801,25174978748;48,23028061632067;419,2749487385154;1,1809017192415892e-05;0,06000000955004525;11,434974871622398;1,4587012163028121;1,472144927456975;0,0588802410364151;0,05463532123714685;0,06349666279926897;0,05421690771728754;0,03684026902168989;0,03727560914307832;0,22863251303508877;0,23926619179546832;2;0,03793789055198431;17;0,028427314901724458;0,8292595499008893;0,9036705234460533;0,2845414703898132;0,5981046363338829;0,9262889578938485;21,268469146080314;9,174596032127738;9784,310828894377;101,64145812392235
126979876402,76552;0,28280781615525485;7885,3948732838035;41,132251038216054;486,192598413676;1,1126761351980269e-05;0,060000001587839906;12,83584164083004;1,360208568867296;1,6150231651961802;0,063373889118433;0,06394184753671289;0,05821371079981327;0,06410253136977553;0,04087278768420219;0,0439439067915082;0,20702952444180847;0,2141645092368126;3;0,04211143577098846;18;0,03027555442415178;0,923921338301152;0,7674588663689792;0,32010490357875826;0,6456342621892691;1,0004956929013133;19,91910671610385;10,836601007729769;10273,885620757937;99,26861742511392
127352101984,43384;0,3017085133865476;7060,9670132398605;45,19817485380918;441,1270660869777;1,2513434173300862e-05;0,06000000343322657;11,3381980269216;1,3996257829889656;1,4991915908642113;0,06370626845955848;0,061388327546417716;0,06274413705244661;0,06517842723056674;0,03754272964596748;0,0393772698789835;0,20008927302062512;0,20288717058673503;2;0,03686481810361147;19;0,031188187625259163;0,9217587063647806;0,8426784716174006;0,2895765123702586;0,5891247185692191;1,0248020168393852;19,691086003929374;10,3651327136904;9366,44191481173;102,79251234605908
113977095042,35536;0,2844380398839712;7421,602213289589;43,30300198774785;464,7452934011817;1,1428533755004406e-05;0,06000000543926359;12,858624903997407;1,4259397189579905;1,6374876142479478;0,058544743180274965;0,05718824649229646;0,05596704478561878;0,05687636833637953;0,04150983487814665;0,04184267331659794;0,22182032928615808;0,2286766016371548;3;0,04319522370398044;18;0,02713091569393873;0,8371236569806934;0,8861044212803244;0,31319277327507733;0,6536171849817038;0,9490087496116758;21,49982255771756;9,655769281089306;10824,62913542986;95,00957019627094
119832450640,38783;0,31556863702833654;6640,586623735726;49,26828159112483;498,94479002431035;1,102116581581533e-05;0,06000000241154759;11,914720966946334;1,5097735430002213;1,5019797929562628;0,054229241497814655;0,055396081153303384;0,06589086460322142;0,061920727137476206;0,043237206578254694;0,03781886967271566;0,23470708397775888;0,21929872009903192;3;0,03950831992179155;18;0,029476594207808376;0,8912550962530076;0,7639918766915799;0,27810102598741654;0,6106755834817886;1,0541078377515078;22,903304254822434;10,531818065792322;10349,418923258781;105,09970229119062
133996744523,75621;0,29829807791858914;7728,701352793723;42,30854449700564;429,1184492856264;1,1766927344292403e-05;0,06000000880392855;11,108231495833024;1,3402158941812814;1,3636858616955578;0,0620168207064271;0,06320260322839022;0,05919579216465354;0,05980598491430283;0,03920625778287649;0,04340058537572622;0,21228787730634213;0,2347806862220168;2;0,04043261475861072;17;0,032216021390631795;0,7944911077618599;0,8973785614967346;0,31719426278024915;0,5458169065788389;0,9783393675461411;20,380798819474876;9,448182230815291;9842,380689457059;92,72687127813697
137466792273,33514;0,32255490398034453;7566,723616654053;40,6122838743031;420,0770316235721;1,2791555256135762e-05;0,060000000884267664;12,32117353985086;1,557024098817259;1,5806633558124303;0,05572301518544555;0,06572107500582934;0,06441046847775579;0,05546526503562927;0,03800436968356371;0,04289201720803976;0,21828573260456324;0,24086228517070413;3;0,03710232586413622;19;0,030610285626724364;0,869125661700964;0,9370198173448443;0,32948570340871813;0,6165607888251543;1,0820688460022212;22,000643504597246;10,078688880428672;9009,728137403727;108,58977761119604
122716158558,61455;0,29130975069478154;7199,040202936158;47,57195441611111;491,1411324366927;1,1166436061643064e-05;0,06000000790986932;10,775789383007213;1,2996113153547049;1,4423259794712067;0,060522311713546516;0,05566822791472077;0,05762896978855133;0,06358147246018052;0,0420367814451456;0,036326027832925316;0,23937219648063182;0,21303183554485441;2;0,0429635706692934;18;0,028058915359899402;0,7716513555310667;0,802927931509912;0,2751585498265922;0,5671781347319484;0,956275580264628;19,20742881093174;9,932584572583437;10549,443071708083;91,11912554129958
116861155745,57333;0,30869821356609467;7958,7823648471385;44,9991918168962;480,05358834937215;1,069497445104271e-05;0,06000000488228672;11,721701381076127;1,3565472693257035;1,4181619696319103;0,06521249336376786;0,059735386077314614;0,0611818240955472;0,058207563512027265;0,040716180421411986;0,04033371819555759;0,22819680784642696;0,22531008861213922;2;0,03827136219292879;18;0,028524981178343296;0,9003214326128364;0,8584204103052616;0,30301116518676285;0,5837668538466096;1,040579990670085;20,88162379525602;10,755746401846409;10026,385126635432;101,1751732416451
130821793223,73122;0,2774531458877027;6874,950204743072;46,89457278884947;454,7926045805216;1,2072517203323544e-05;0,060000006255141194;12,549132009921596;1,4712623593881726;1,556506123021245;0,05703924790397286;0,06167593563348055;0,054482368122786284;0,06051108760759234;0,03674663190543651;0,03888383843004703;0,20504715160280468;0,20641210325807333;3;0,04166371776163578;17;0,032770661752671;0,8135697712935507;0,8142906650900841;0,2941591555438936;0,6337207965552807;0,9148115189746022;22,419667112454775;9,233912477269769;9531,569179147482;98,48970882594585
128719993797,13089;0,3203952595219016;7879,34344750829;47,854652574285865;468,7261153459549;1,1952714474014938e-05;0,06000000061932635;12,114869300089776;1,5343816721849144;1,3727306758984925;0,057905746322125196;0,06006798331439495;0,05790527250990272;0,05745494291558862;0,04394733519852161;0,042123022489249706;0,2313184631355107;0,2333264992646873;3;0,03902285388857126;19;0,028243433989584447;0,9172775084152818;0,9263670294545591;0,2710088365338743;0,5947998781129719;0,9318332731723786;19,102838071435688;9,847349002957344;10181,211994960904;109,83560033142567
117298228736,03552;0,2957419735193253;6796,684098197147;41,455152198672295;447,79197177663445;1,0986612787880004e-05;0,06000000824339707;10,688325693691148;1,2956202569678426;1,529847645945847;0,06584617156907917;0,05816771696135402;0,06300951354950667;0,061245351880788806;0,03998022950440645;0,03665752916783094;0,21027494948729875;0,21512130468711257;2;0,04091124479472637;18;0,030050744097679855;0,8191055831499398;0,7897592691145837;0,32613387264311317;0,651691696420312;1,007602126710117;21,559726517647505;10,134566651657224;9627,779886126518;92,36468153074384
