F_total_int,F_total_ext,Q_total_int,Q_total_ext,P_mean_int,P_mean_ext,P_max_int,P_max_ext,P_sd_int,P_sd_ext,h_min_int,h_min_ext,h_mean_int,h_mean_ext,h_max_int,h_max_ext,h_sd_int,h_sd_ext
344907.3949121566,959746.9052396548,4.346692550779912e-05,0.0004672489873429,504219.39656282886,392720.2984699774,1126865.270129061,674006.0017949293,492704.43583750207,321832.78409590264,4.455469506853347e-05,5.690014754983321e-05,4.604310157275279e-05,6.031237219964591e-05,4.7108813536269774e-05,6.28383386168147e-05,5.971192714566669e-07,1.3764615052047868e-06
270552.8563414797,681407.5852335233,2.955141964002728e-05,9.9941537335691e-05,506039.8380870434,275956.40137941553,1242320.165055341,473858.4398329511,582099.9214073786,227004.5186591203,3.449295093278918e-05,3.836552969421005e-05,3.644363838849461e-05,4.053194258514192e-05,3.822892098271324e-05,4.2253329984222784e-05,1.01894352092676e-06,7.801154620728678e-07
331137.4745434409,682214.5837806235,2.7720673761531568e-05,8.372630377136466e-05,560978.9548033214,316875.985821887,1457818.4494704213,798073.9082790952,625822.3391863314,378739.187250896,4.0847509745430704e-05,3.298866971422176e-05,4.284965723312302e-05,3.631627105194866e-05,4.4564221590507976e-05,3.875737927448373e-05,9.892973022385556e-07,1.437576995788976e-06
259544.00001171167,816810.8785413896,1.328698248404505e-05,0.0001210119025798,660413.005999457,368880.4068700259,2248309.689286,802827.3082212708,861170.7053308804,345346.08972404484,3.381535545693379e-05,5.009854144653159e-05,3.65955436784026e-05,5.399844472875177e-05,4.011662586053293e-05,5.672872563947418e-05,1.8491092323410775e-06,1.4334925396980187e-06
189361.62904500897,474936.1350663218,4.247243279286514e-05,8.525211073427635e-05,284892.2256540439,244766.93689080668,515891.0838487153,734253.8638720856,243664.49793571004,315789.25014123286,4.6878644111150986e-05,4.738624824248179e-05,4.751537157198973e-05,5.033315871725741e-05,4.79093553201702e-05,5.278913448438404e-05,2.1907208035195234e-07,1.3946171041549502e-06
315341.17594804766,669531.0719764599,0.0001687041049139,0.0001710892146165,499387.023425714,297067.23028764775,914362.4331557543,676445.1397756261,437010.4050286,302552.20289763046,5.8330774525515615e-05,5.183825631622575e-05,5.9743727534390494e-05,5.517692918962459e-05,6.0505270478399766e-05,5.861550706622783e-05,4.771424541055272e-07,1.5350750694723742e-06
236991.6549393244,844277.5023939104,3.31578843314288e-05,0.000466182513161,436683.5345868907,355675.9906591925,1050808.7141160564,693691.3297090573,495699.7360068368,336540.6946647509,3.631051046884899e-05,5.828826643955925e-05,3.7858243289023736e-05,6.225951127689796e-05,3.929495222739414e-05,6.515635070050886e-05,8.245109260530674e-07,1.564282642685499e-06
230633.5158439156,373917.3766020524,0.000165536478945,0.0001030148556036,378353.73936642543,170354.7648526227,1016291.8999890966,389542.4688844826,448629.8908208611,158880.31511421964,7.626239719562918e-05,5.968529609491955e-05,7.786690878329404e-05,6.39984069515421e-05,7.925562854113246e-05,6.719998409301596e-05,7.701596239293815e-07,2.000379175610836e-06
473326.6311095784,1101822.3264441153,3.3784905129324736e-05,0.000118804579216,772190.8308048745,488062.88061979774,1467979.5848915724,1087504.0917236214,696810.5727924417,524842.3876686646,3.091352430040328e-05,3.055027920790243e-05,3.3152623937585284e-05,3.574166684463234e-05,3.4448789493221604e-05,3.957978860898707e-05,7.992521874621429e-07,2.11751409969903e-06
255344.3824522404,698086.3765190253,3.622709833709454e-05,0.0001677460339918,475645.821139803,334794.05986548204,1145378.9933459682,894960.924485474,477502.70928547,377385.34432896256,4.993941621201748e-05,5.43782210694686e-05,5.155537098512614e-05,6.041811809977802e-05,5.2884597547241584e-05,6.523627519821141e-05,7.496663023903493e-07,2.386635302997489e-06
243019.3500972165,422416.21604292816,9.864466678187876e-05,0.0001201369010257,551425.1073299393,189883.06913401483,1956309.979170116,667920.7561186688,743294.7769422783,278185.2032057762,6.870215345328728e-05,5.592952058426839e-05,7.115757755755224e-05,5.80857698924681e-05,7.417469311180687e-05,6.0701084153474845e-05,1.5672890650475135e-06,1.1675110373463555e-06
487847.6457481005,1091515.3127987075,1.6705660953531005e-05,7.57306937059363e-05,829163.4247870885,475756.063181654,2048807.0911837236,1032557.8484029664,843592.2590884616,498687.00801731134,3.0757731879330324e-05,2.722365853935297e-05,3.345657025202444e-05,3.2048240114957115e-05,3.574145553721884e-05,3.571132339861425e-05,1.228798011859252e-06,1.8980822925416365e-06
415553.6654065614,1152156.7481464366,5.428317854295069e-05,0.0002781351401746,672714.1732667029,509862.2726764653,1215632.0668860858,1517459.790731241,541880.0047288963,668497.2878112769,4.097518438051443e-05,5.30424686039533e-05,4.277420761791428e-05,6.008577310648381e-05,4.378196118962864e-05,6.528043618246272e-05,5.859603946940731e-07,2.788475208699388e-06
261899.93307487387,608754.5797209898,7.510702279404902e-05,8.002717799148536e-05,394620.5222270386,294961.30368127394,703559.4722744537,873858.8545064306,335686.19216540764,357540.59701097966,4.95001615239985e-05,4.763287107033824e-05,5.042691654219818e-05,5.099367727738437e-05,5.093243981651737e-05,5.369988544028413e-05,3.1231411904840304e-07,1.4116917205479615e-06
211596.0775850349,519720.90519193886,3.833631632454508e-05,8.129592842931162e-05,305320.46936107444,258258.5316451828,672878.327300002,861388.1853362039,298129.5250545487,334800.6879782288,4.925061963995605e-05,4.950872095303885e-05,5.014680538470572e-05,5.271395147792501e-05,5.076516311571036e-05,5.595100218626246e-05,3.55593000231207e-07,1.4873108849029397e-06
444105.85945855314,1130482.9054756742,4.38698138355909e-05,0.0001184484099765,682039.7617750968,484669.4335361644,1193861.7551382547,1265093.833653186,562041.1732274207,570273.2512571242,3.3865553142372484e-05,4.00417442060402e-05,3.5454140449228856e-05,4.566641483307664e-05,3.6241917647843584e-05,5.08067689063552e-05,5.080815256909149e-07,2.366195225114626e-06
436698.50772892847,820196.3045419476,0.000142589190124,8.663978944761466e-05,675839.8707650389,329805.9521031908,1420016.8814974455,677806.4224582799,645507.5541280229,307804.2710497803,5.7937888167044696e-05,4.191218859927696e-05,6.01007016059325e-05,4.51517827823499e-05,6.144727166030465e-05,4.754613434425474e-05,8.83782434230405e-07,1.1383769598118503e-06
413870.86950745335,959848.2897349373,2.6183778139895573e-05,5.392180581032928e-05,734929.4430776791,421478.9700215358,2324651.9010114265,1582910.662907599,979029.193407916,659082.7482706914,3.3850319062120274e-05,3.109492635854527e-05,3.705812993014908e-05,3.806180125089117e-05,4.044053058076919e-05,4.572298865531697e-05,1.824915415332926e-06,3.2210550332596798e-06
218688.7756117134,384068.7755682421,0.0001821528905275,0.0001004980988236,367886.4244746888,156886.80984325317,828816.2202821062,324435.5450371789,396386.0723407272,147038.26758569223,6.829256878467336e-05,5.565464773275576e-05,6.96875555041798e-05,5.859658099649126e-05,7.07081762485817e-05,6.071802215441842e-05,6.025904345040945e-07,1.316916394898099e-06
215679.80180633572,437377.39913832553,7.172636603448762e-05,0.0002002731475466,388125.7737732594,208729.2423431616,920739.6916691324,551412.8223836087,414480.1402577794,260054.98985867723,6.221023582812393e-05,5.566346878689305e-05,6.35682392264876e-05,5.771410430173469e-05,6.472946150315883e-05,5.948172136444535e-05,7.044533407405035e-07,9.918687770539038e-07
260379.70220323515,798168.7316056741,2.360201374792597e-05,0.0001661453239419,636650.7986949037,375862.16983228497,2222182.35805814,992012.6778226198,847150.1927593526,422268.6993787933,4.063603710731305e-05,5.43895534618255e-05,4.33088260309709e-05,5.885320405711659e-05,4.67600866460209e-05,6.234977791708923e-05,1.7877728311376662e-06,1.776512011663466e-06
175511.9140485866,536969.3460607406,0.0001327693200745,0.0004894375046741,411727.28562548594,242070.26716679803,1498958.188656383,533490.85083741,564169.1902012086,227673.4700658084,8.658290299877511e-05,9.538345326450806e-05,8.833700003369647e-05,9.808732077475414e-05,9.06938226392459e-05,0.000100493139151,1.181635565112717e-06,1.1497253565850027e-06
409380.29097490304,1123360.3420001897,3.572636998653494e-05,0.0001858743070256,618680.918657331,449595.2049683509,1120908.060652239,911284.3296429034,528883.0380091323,419227.76015351975,3.3739509808874705e-05,4.667494505081306e-05,3.519058358584474e-05,5.1013394135098406e-05,3.5995230219487025e-05,5.427335276149477e-05,4.955120823113277e-07,1.6561222954597877e-06
252242.5277560109,504341.8893153475,0.0001809248531681,0.0001865213547051,457965.2561626709,218588.2453602297,1110735.9621825835,436606.4490817744,527206.1090223466,211252.13951235524,6.287413650435592e-05,5.5382981814290695e-05,6.465771020030777e-05,5.737802360546665e-05,6.612939825132038e-05,5.903914655052903e-05,9.062103124149308e-07,6.962453129542294e-07
434170.0384501701,907320.4009659328,0.0001118958412244,0.0002061506008048,757645.7483703864,358538.91994566313,1857800.202975592,723571.5129941953,779898.2978318421,334188.436199783,6.098908471730515e-05,5.3187792299655134e-05,6.342365794483744e-05,5.585868674156949e-05,6.549208201720468e-05,5.8336584268592165e-05,1.1826325723048028e-06,9.782962631824557e-07
163831.15119405207,471971.2687106924,5.1610192288593016e-05,0.0001547932826313,299528.9767890929,212834.6917528009,1147481.4515213573,469985.2352785424,445616.1681176112,199525.55086371684,6.059836340552536e-05,6.582910483824802e-05,6.184956057622808e-05,6.876969339574214e-05,6.337906787599826e-05,7.15068226141934e-05,7.979191023786159e-07,1.3765279713043658e-06
138005.9918097162,477938.7076755525,4.318352599011238e-05,0.0001578584276316,217584.76316054157,205095.1370757918,394167.993168016,450993.1477489613,174862.48860874504,198796.5855885207,5.461630785530174e-05,6.378855264315329e-05,5.521260531479999e-05,6.742760536180253e-05,5.557619410183986e-05,7.089655507659452e-05,1.815285151612761e-07,1.7553162009287988e-06
293912.8074547808,607472.2810608196,4.4334198007301154e-05,0.0001278135363672,598169.2679007677,272865.49540605943,1566447.5835038864,600469.4797179814,658516.0097942936,290461.60143098014,5.021473498643287e-05,4.3451025891804e-05,5.245346419543029e-05,4.586075196505871e-05,5.4518385932617456e-05,4.789123953850276e-05,1.2153926714112114e-06,1.0321260718368436e-06
491912.5098495781,1066630.404921586,0.000144597829829,0.0001449241117197,777158.0901632054,443662.3092416256,1402877.288479895,818277.682594197,671600.976483904,347389.0415953741,4.885869845509255e-05,4.213978370692181e-05,5.097624692133181e-05,4.731581768510615e-05,5.219919853154482e-05,5.0662316248647296e-05,7.344471515304165e-07,1.7088431333842994e-06
185085.5623623954,420997.2408621895,3.933301439817842e-05,9.466236502165211e-05,291254.1694600349,198130.78632546627,688635.7554138915,468437.3323194805,298428.48058027594,211737.78798329527,5.375677119700403e-05,5.1194223379173806e-05,5.466285552510472e-05,5.3377695732342994e-05,5.532655127215178e-05,5.486448140205541e-05,4.08956567413965e-07,8.570747297424602e-07
354489.0275289631,938441.1480380632,1.4062170568869367e-05,0.000101619070812,698280.5734588648,419483.8128750773,2209572.76548038,1250627.2407891548,854519.1276409226,554038.1398351714,3.117193489359843e-05,3.905740111405724e-05,3.395196241988913e-05,4.407143734474719e-05,3.698744203162301e-05,4.846563565362615e-05,1.5908247771835405e-06,2.3529044249639742e-06
