F_total_int,F_total_ext,Q_total_int,Q_total_ext,P_mean_int,P_mean_ext,P_max_int,P_max_ext,P_sd_int,P_sd_ext,h_min_int,h_min_ext,h_mean_int,h_mean_ext,h_max_int,h_max_ext,h_sd_int,h_sd_ext
400873.1140977159,1163648.914224215,2.4258584971489228e-05,0.0001641864679523,743377.0147413368,532015.952540501,1815233.3670913635,1512667.7236360796,852273.5157801785,641606.3985343593,2.681714507310736e-05,4.384838315321994e-05,2.9644411239224422e-05,5.1102451973785614e-05,3.224877860631647e-05,5.569465564092685e-05,1.4641489480727978e-06,2.9017585597446877e-06
252461.1307763233,357792.35616229085,0.0002177518708426,0.0001273154861778,366108.18558822025,142444.4887711428,796889.2736358247,292742.5011072656,356049.1284882312,132903.82868757867,8.251046215378077e-05,6.176710763871735e-05,8.365967957637841e-05,6.420766866234105e-05,8.441936585933235e-05,6.565681416530601e-05,4.6868906123451365e-07,8.697715536296705e-07
475739.64628585713,991631.9456827616,8.515676512771312e-05,0.0001293888108226,829500.4662364975,421912.6216344005,2022966.6202107489,1255433.1288689915,850876.3462050714,560144.9935208912,5.3719261498054064e-05,4.353601149870529e-05,5.639567526485246e-05,4.843713836885807e-05,5.8657228044504366e-05,5.213623310963619e-05,1.291019262194249e-06,2.016951564803191e-06
396910.45998566586,1024648.4655059804,2.116801669014099e-05,0.0001199987178575,733401.7699644942,495575.26973936055,1750601.08087332,1346565.1012478748,825932.6018655767,614923.2354604232,2.476388457592042e-05,3.141613302587139e-05,2.744400533744396e-05,3.78565189242363e-05,2.9690663634798917e-05,4.223866052386117e-05,1.3925516184619968e-06,2.604753472318437e-06
291858.9534545595,957372.4361127204,2.586698245728512e-05,0.0003818187578497,545265.2924278583,383516.13131735503,1469171.8306515983,785533.7617622118,599574.9379263854,362044.3883681546,4.282068776288808e-05,6.407812022405367e-05,4.470668292053392e-05,6.796171486515941e-05,4.657923539952917e-05,7.11814379050049e-05,1.049358013418808e-06,1.5728489502197008e-06
304943.15827799885,715781.4423088332,2.960733844549964e-05,9.074603882840844e-05,525632.9893401804,379455.823496964,1311607.950582377,1461830.682278036,541751.2757080056,543717.3236651175,4.544539823627324e-05,4.3712944881388177e-05,4.716498645019122e-05,4.907098125579109e-05,4.861764230314445e-05,5.332141015349145e-05,8.095659426246673e-07,2.372614062138033e-06
278818.56641659053,609312.7026387599,4.54509541397667e-05,0.0001358856595249,516673.5779557472,263969.6252855156,1627219.0257383273,570301.1851108121,680461.3233051462,271910.5331924914,4.717816333641752e-05,4.333931508921315e-05,4.9300821307916105e-05,4.587186070246273e-05,5.1674115647285314e-05,4.786296227141845e-05,1.2914970042251178e-06,9.62190370922127e-07
433800.0614009145,1108890.5442117627,1.3812644207830973e-05,9.135683922673833e-05,811953.1097039443,504631.9847785173,2514708.767542319,1309478.4437468792,1067720.8398646165,577298.0215117767,2.622251295450707e-05,3.320687780991926e-05,2.9585306695465467e-05,3.979065741339899e-05,3.3149524702433856e-05,4.488227247837781e-05,2.0062620889475803e-06,2.613447426070367e-06
316282.3941482984,1112031.5443528604,8.9701865544239e-06,0.0004442383133584,819920.6305381423,463672.400658895,2748408.744089128,806631.9258846451,1056014.8615428854,374451.5061049807,2.678233950027305e-05,5.648309883102225e-05,3.018861987993799e-05,6.120547488836909e-05,3.460419887008201e-05,6.465765483352401e-05,2.2676877716435546e-06,1.939846206513384e-06
392250.4011082801,1167680.6429920392,3.940858548422049e-05,0.0002509124255893,741917.795601388,542512.3393810943,1887953.0407599488,1325755.027383051,841535.0170615603,554122.6063494178,3.420759018660888e-05,5.384580984030058e-05,3.71568205574956e-05,6.038228972262038e-05,3.953798748933135e-05,6.496411076545353e-05,1.5453097704341685e-06,2.4346071250528365e-06
406476.9700789605,1138119.8578384812,1.0564656447453078e-05,0.0001066185110632,770556.0854903345,514654.4547893956,2551130.7880656463,1085576.4546839562,1066889.6558429631,476817.1307834917,2.50829300295095e-05,4.041979614075655e-05,2.815853788038535e-05,4.640801133654953e-05,3.192364520128327e-05,4.964590424921008e-05,1.9454257537869226e-06,1.9915070873200792e-06
315277.77869307547,816343.4040879442,4.880160041426575e-05,0.0001776411853885,706926.2203282975,400007.4779244564,2509883.595642754,1255168.4798039498,955444.3407661404,506007.7008951457,4.755551217807243e-05,5.2366609141155126e-05,5.062605905944296e-05,5.798713220650352e-05,5.445370779440029e-05,6.358458916134148e-05,1.991372990462611e-06,2.5659267031996904e-06
120729.65984710708,501441.8562362649,6.954311014047601e-05,0.0003949025469184,233400.02834676183,263545.7866682369,732857.6944229752,1042633.8886941824,311144.8041066426,394672.16370087006,7.232665631878625e-05,8.667921406008121e-05,7.32361477274297e-05,9.104799467953306e-05,7.426112470327535e-05,9.447192535069358e-05,5.591612679971941e-07,1.7829787018197852e-06
372451.2572158717,929504.85562436,8.12207778364066e-06,8.46420426531224e-05,826726.1223254827,394655.4494375775,2915052.3380941134,813455.1777570032,1110777.9054300585,395094.8312788408,2.488931126269532e-05,2.9586503206188772e-05,2.8358640034387267e-05,3.366815869900198e-05,3.289353310882956e-05,3.649646894411077e-05,2.31445638463761e-06,1.564282223758613e-06
450152.9916640547,1104021.7262232269,5.764539247675413e-05,0.0001016616622512,756604.7421312829,537372.0602556493,1597474.9475186304,1647039.9475357388,764171.7055668483,676843.5960451254,3.6167522197041496e-05,3.946084496564244e-05,3.8870362103970735e-05,4.65553482572943e-05,4.067734034011831e-05,5.382137376010856e-05,1.138966015354121e-06,3.239984261891256e-06
305268.40834616753,916541.4593461844,2.962371293773838e-05,0.0002585212599511,521627.6251925109,440495.1319006192,1226453.8846644002,1575623.1025046,539241.4577873596,655540.0317071549,4.010984756844308e-05,5.3886941120949006e-05,4.187316723452034e-05,6.023037572887942e-05,4.337876537669448e-05,6.532023945862324e-05,8.53011668015082e-07,2.746727835410789e-06
160079.13231243083,462061.1605044548,5.403972907276642e-05,0.0001374127421298,283074.5812675795,223861.68643541692,827384.8279825428,574933.0862632486,352162.121591822,240734.2765712462,5.676394956543218e-05,6.070367689481694e-05,5.799126320515074e-05,6.495076100116537e-05,5.9186986487681126e-05,6.913680852723842e-05,6.533448733980441e-07,2.120770016458784e-06
353763.63832606585,699805.6179756487,0.0001264502439082,0.0001667444760129,620696.6858339672,283355.1200841099,1704295.515202084,594386.1807698553,712689.9933005279,280631.61248958774,6.613119965703883e-05,5.568246747519574e-05,6.841223329875196e-05,5.844692724973958e-05,7.051350226668557e-05,6.024023898725581e-05,1.1901158685879133e-06,9.087628749523656e-07
245085.35946746767,647781.1727706097,3.326213962921877e-05,0.0001021562653108,442006.5599351692,285460.7570399975,1003814.5113303696,1064170.0646934423,437934.2990226658,445252.79768693633,4.238507752018539e-05,4.677042158575348e-05,4.402708036716452e-05,5.011896951025639e-05,4.5225183372102674e-05,5.336166372901379e-05,7.385340161411605e-07,1.6805456682501385e-06
387816.73149991786,1192361.774709889,2.532609634255174e-05,0.0002986872976286,646824.6230780612,486881.0541738563,1567006.2750552471,1025189.7240994212,688389.7074749578,486027.5561137919,3.3172818974819554e-05,5.571328450947791e-05,3.537156367819238e-05,6.077757313584159e-05,3.725956181716951e-05,6.447166690410071e-05,1.078521125854031e-06,2.0497345198202286e-06
269428.59259200684,760847.6953018387,1.1311599239106614e-05,0.0001551506330771,687248.4061856273,310727.9929116659,2327796.549958713,584455.740707994,892626.3150341798,283570.91444729373,3.162663259431531e-05,4.1627538010681165e-05,3.451746214679292e-05,4.457140981921701e-05,3.810753912638944e-05,4.6732154899508326e-05,1.9002775635144892e-06,1.100519350342797e-06
203170.4926733033,627461.2771626932,4.1856251620562765e-05,0.0002893853953358,311581.1970897506,255262.3159023469,559895.3100357987,429486.8348322655,265841.31174003874,204506.8876315152,4.622602056756466e-05,5.726078653768115e-05,4.691441608902662e-05,5.946776850648531e-05,4.731875121162233e-05,6.10423110396073e-05,2.420558138283498e-07,8.324149821370501e-07
242732.4010049569,683533.2067239482,0.0001361100987959,0.0003723685296984,389468.7173286357,323618.6539227598,800691.829425614,963429.495423406,385596.8096490135,412072.9901071105,5.938686097509145e-05,6.665217958740243e-05,6.055757645638258e-05,7.089812983618221e-05,6.132372462263553e-05,7.43745699477636e-05,4.996258509761178e-07,1.8590888221555428e-06
435155.1706110011,1089371.572749478,0.0001039623538964,0.0002761676444334,719185.0716427339,491324.0100754039,1627758.1673201397,1701554.9791567705,778444.5344612779,712757.6007582002,4.423641986531674e-05,4.864212591085179e-05,4.677664998466364e-05,5.5325143294434406e-05,4.862369742194381e-05,6.058548083464304e-05,1.1563315726752771e-06,2.8212393308992105e-06
138742.5608231563,465309.5090351303,8.693327832372294e-05,0.0005002943459011,279099.13084281393,241467.76065289605,722383.9859053084,628226.7277671114,311002.7101626217,272751.5846884176,7.336385837884117e-05,8.252898385939105e-05,7.438611583739163e-05,8.577195615738187e-05,7.530341552619113e-05,8.788550453064815e-05,5.429327688336077e-07,1.259750902469913e-06
218737.84608496432,812416.5579642545,5.721411267547196e-05,0.0004495944961564,416690.49214296194,354574.03997914534,995995.2021229274,960198.017118108,448053.3448954704,427672.7300506612,4.895511765043274e-05,7.078361623900412e-05,5.052143743248638e-05,7.568019432906263e-05,5.182299283832968e-05,7.971905264427727e-05,7.975633746407102e-07,2.075064729515309e-06
261258.14635947224,378347.2749636989,0.0001577354830805,9.312008323477749e-05,431176.5142167166,172854.27535123695,1362819.6896413567,500919.5932762539,585872.9384693425,207594.0516502968,7.830117383232132e-05,5.71590288081351e-05,8.012955233826167e-05,6.090238038581924e-05,8.190897749134838e-05,6.4518246929019e-05,9.870818988176524e-07,1.7637472229098582e-06
238148.65776885336,379285.9822103638,0.0001420151448971,0.0001347671544987,375301.1606494704,162961.53375912338,855004.6965960452,425863.073629621,380626.0404933133,190776.0279924184,7.830977750617997e-05,6.24826456771167e-05,7.959549784973207e-05,6.463022797384034e-05,8.057085491521716e-05,6.64483223882383e-05,5.581809121370203e-07,8.651870003581832e-07
165327.4416135781,438466.86557379685,2.6330796762239472e-05,0.0001062482557074,410770.6847297932,209469.984331177,1426872.3747634692,552321.8642511636,544271.3330100912,249412.95020579695,4.955069709921485e-05,5.176458848420878e-05,5.128562614443592e-05,5.445546176618564e-05,5.344464086834541e-05,5.689828210472801e-05,1.1387878081058446e-06,1.1606725451053624e-06
464656.50006441976,1113480.5654922095,2.1080147988804003e-05,0.0001472705067662,751569.0072484785,452778.3716009731,1853985.752570604,780708.0519053173,828813.1219801004,373752.50642339885,3.211503771395222e-05,3.5631731225101606e-05,3.454924730674145e-05,3.935552153971989e-05,3.648384731452464e-05,4.201011285787636e-05,1.1207598921925995e-06,1.433731192606711e-06
290208.517719623,678067.4090078059,3.9887571931862336e-05,9.32295086567819e-05,560898.8534000749,283977.8592488115,1577936.7937474484,506938.1659636454,670565.1711870335,224404.0803793953,4.1859902172811866e-05,4.150927446083778e-05,4.415132640896583e-05,4.448851753353085e-05,4.624153500710595e-05,4.622086670426058e-05,1.2374635381890083e-06,9.346381742110129e-07
219091.83034489327,534650.0716726384,0.0001474079336545,0.000493929971562,382703.9191878346,242524.77560604727,1036999.455918919,534525.9289636654,444270.70782592974,235235.82696848543,8.269844514839326e-05,8.331912983961857e-05,8.403305616979921e-05,8.602594844962178e-05,8.527308458328166e-05,8.772125490780818e-05,7.363168650712693e-07,9.575189022789878e-07
93188.37768834534,531923.1008598948,6.491145784580759e-05,0.0004919981563033,155627.43883981844,238375.6167369624,315157.45201229834,712600.7265498448,151806.55483182933,315305.85294841696,6.47158620919934e-05,8.684553944541855e-05,6.517967225949515e-05,9.031925766249212e-05,6.553592238987934e-05,9.349216613787123e-05,2.1449471307590705e-07,1.551110616618921e-06
137386.14150106825,469557.60960191046,4.290490869320671e-05,0.000233781112761,200938.80353795664,211677.09089226805,455460.3519744133,648103.6314891699,197275.86200502067,279135.3726613416,5.999423389256634e-05,6.972127605768767e-05,6.054474639614985e-05,7.21798833376409e-05,6.097855666533513e-05,7.44839598590448e-05,2.249338107024053e-07,1.1297332365699638e-06
179690.13511678987,478008.1947878864,0.0001962895608825,0.0005229983018836,294576.25194812083,198634.0147034992,579394.9555831464,366633.6527973524,279355.59025206097,176151.9330590401,7.588177156634867e-05,7.895142821854478e-05,7.672038327817287e-05,8.100346103773922e-05,7.724393382616557e-05,8.242233953724068e-05,3.541144484755557e-07,6.154650812122467e-07
459849.06936640985,1100356.3266329053,2.986127684182845e-05,0.0001126059959978,850753.8096975347,555825.2707218028,2033132.676658656,1524133.1748171914,858615.3258649356,635513.4548865656,3.860840774162858e-05,3.992572700962433e-05,4.14221424388203e-05,4.6950032731002136e-05,4.382012763086396e-05,5.165831359786439e-05,1.3777847329111189e-06,2.7445125271682127e-06
319486.63916363125,685048.8101726347,8.663170275143882e-05,0.0001142815348484,481447.64411496936,309370.6728778323,1082465.254598971,694314.8232745844,482362.2167049968,289024.38288724987,5.737221421426288e-05,5.161955603401576e-05,5.892108024820535e-05,5.528315078793695e-05,6.000796824475297e-05,5.769738992350595e-05,6.222692838666049e-07,1.2015881888309529e-06
269139.2049663424,792227.9230388566,7.133511630968947e-05,0.0004587917773114,581130.9133144921,328726.785987442,2194681.951932357,936709.357454674,824784.6129826627,402833.10110243177,5.851631747738144e-05,6.875288367199081e-05,6.100519432696605e-05,7.444275358997103e-05,6.437655012097637e-05,7.836954012922739e-05,1.5961695481789492e-06,1.9885932079731336e-06
269494.53457403666,732663.1174503198,7.234820465636956e-05,0.0001397258110361,447596.24105038674,334294.7106949707,958837.2825043368,811218.3467930522,462589.8021993212,366320.6212325163,4.540593535865265e-05,5.161290787258537e-05,4.6970976322065104e-05,5.612116807279247e-05,4.809502698541468e-05,5.9777534299440405e-05,6.785083750095531e-07,1.7819396350311225e-06
255239.86908666632,748705.3302237878,1.316115428563376e-05,0.0001068919457542,653145.5152350671,301974.63085598114,2224002.901589055,617491.935080973,850258.2927314461,283800.73315509094,3.404947281216008e-05,4.5489003298895416e-05,3.678613025249579e-05,4.849380753634237e-05,4.02918420457596e-05,5.0400776308650974e-05,1.7953201535416095e-06,1.145358410154234e-06
274212.4977027395,886017.3568997612,0.0001215409789939,0.0004222758858406,414470.4267001843,404603.8353461615,734171.5737629452,905785.5020432431,355755.9391946228,375246.55335484655,5.57790342331897e-05,7.290467674777585e-05,5.67295760096534e-05,7.87979969836514e-05,5.728035663302613e-05,8.238102022016506e-05,3.224304768951815e-07,1.91099119733606e-06
393996.9194445637,1111075.8587418825,0.0001043854761074,0.0004443147613275,679790.5467387016,441954.7214457337,1338454.6743285866,911136.8908007572,604805.3547403342,417553.2822513828,4.8524653825419205e-05,6.334250441493809e-05,5.068927921775814e-05,6.785785707119011e-05,5.1914275268468526e-05,7.174066930983298e-05,8.40798607108081e-07,1.9175928448209616e-06
452048.48056241416,1087703.1314968597,2.5495427895350536e-05,8.497606797249561e-05,722085.575124616,440048.7560943285,1494333.6557707223,770876.3834575779,714231.1416741037,367295.4519149153,2.683895708022384e-05,2.9924274220820208e-05,2.914669153145579e-05,3.402164629300876e-05,3.0661359378422004e-05,3.649691523546449e-05,9.353484158871944e-07,1.4492475126623368e-06
403370.51923787023,898601.234024374,3.2510955352953565e-05,8.433280761552353e-05,669071.5779763433,378060.2259526273,1231549.469909126,749092.9920865254,548069.6521329485,360017.23971330386,3.550526461114547e-05,3.2136861707588455e-05,3.747384648304798e-05,3.5364488124509165e-05,3.862895319010992e-05,3.800598908413001e-05,6.585302403067225e-07,1.3220847799102095e-06
168931.2420280234,773865.982009433,4.3031804923614586e-05,0.0004638380035122,261636.1158380597,313797.6739923416,523238.8835395767,743426.8589317412,251193.5768109524,337309.3346172601,4.644924602559891e-05,7.402840929704057e-05,4.7072456888217736e-05,7.828649756784922e-05,4.754650471750282e-05,8.212267478040596e-05,2.869519430771392e-07,1.6226542787614709e-06
340454.87733234005,943990.7554509308,1.4168747236902214e-05,0.0001480638688887,698507.382827924,391872.9782542196,2172184.321900729,720775.7086448026,849476.9954498984,309385.7073083308,3.176662175609536e-05,4.405558918483249e-05,3.457924368674519e-05,4.786415470206593e-05,3.7958097412763e-05,5.031142480729799e-05,1.6640517651623088e-06,1.416490402263312e-06
275900.360079506,820405.0519913433,4.404521146874363e-05,0.0003006956874164,531005.9250530567,413384.8905410617,1443862.3877215008,1618563.9218285277,594930.3068026699,621259.6062534829,5.096507902449836e-05,6.269922782518038e-05,5.293913952558766e-05,6.870972412903014e-05,5.478327137628089e-05,7.445203198195337e-05,1.0752422996448651e-06,2.757768421143621e-06
432803.5707102953,963623.169808246,3.4227302775165883e-05,7.650591091818883e-05,828143.9152249127,400381.1661158133,2159393.905496892,962652.2342433817,878508.4314340831,442839.8913428679,4.065430083173614e-05,3.708268409091017e-05,4.371102221207798e-05,4.110850126012651e-05,4.641862570871171e-05,4.509446557452834e-05,1.5211452118881034e-06,1.7772271068790946e-06
171560.40703183226,447062.61351976194,3.90686770515803e-05,0.000154906753354,317277.7089918076,232338.28059855095,1105222.397733236,603797.4104299307,457971.4350827219,262356.82225444785,5.358383644124999e-05,5.572719265313968e-05,5.4831628661002125e-05,5.857618609113105e-05,5.632101578101541e-05,6.057444480374925e-05,7.976258182742841e-07,1.1758327148590948e-06
467991.8061339776,1085614.2895668906,8.434942463068702e-06,6.115470192677117e-05,891277.756743538,524853.8310851832,2907060.008295485,1399941.2799534842,1226480.4128491485,655207.7079973856,2.287585435795484e-05,2.160170468139496e-05,2.6512425699112367e-05,2.8401220068985887e-05,3.0868922470099896e-05,3.30148178909485e-05,2.244479357449878e-06,2.730888624037212e-06
414276.1539690127,1127348.738288371,2.621420545478742e-05,0.0001113100871939,708509.437888102,527315.1312732087,1457480.7837932706,1362439.2498843267,694172.857407806,575198.4308238886,2.8759970041445255e-05,4.081798526837398e-05,3.101831526390877e-05,4.735338958373816e-05,3.25548456540144e-05,5.2630523999704334e-05,9.805537404698984e-07,2.606050311195666e-06
267768.816005879,555978.3614839225,5.807987434883118e-05,0.0001119900270009,436425.9253784577,236352.33883377,792224.1498613553,466941.3075157109,351510.2257319004,223377.48946422155,4.947606903093752e-05,4.307766884819901e-05,5.073499882859327e-05,4.5071762620126055e-05,5.148462854321527e-05,4.756394064252503e-05,4.0398716714107837e-07,8.597666177384441e-07
447797.6832220599,1116022.0335825677,4.042178534686904e-06,8.929438100969889e-05,824656.9309579057,532996.8801541294,2893986.126370033,1410206.3581702798,1177665.1088647188,662224.553803739,1.9324539242026496e-05,2.439137243969149e-05,2.269019077412034e-05,3.1109878248823746e-05,2.660997430324628e-05,3.5710357650362704e-05,2.0643182930211246e-06,2.7675964465330336e-06
303689.1362960601,733993.9685521111,5.151981492847e-05,0.0001266165699535,468576.045425372,287647.9612172777,1010209.9610641276,589450.9943025204,446536.4953654666,271908.3697291835,4.769813927796684e-05,4.932713212747608e-05,4.910645555769164e-05,5.164814363476636e-05,5.005920251594131e-05,5.362278494866742e-05,5.748544869347405e-07,8.616476859262765e-07
154552.21106077696,459930.561672804,3.827266572570729e-05,0.0002077621717371,270372.4587158959,178122.28726924502,749217.9633479118,358076.6244255768,309488.24232260947,162383.06016809805,6.116791490913473e-05,6.774229345387489e-05,6.202446831153833e-05,6.916548098434393e-05,6.29636485665809e-05,7.036241985469008e-05,5.014998247790056e-07,5.07566309670894e-07
287260.2671039662,712911.4001779264,2.533816420897721e-05,7.658871263064455e-05,526421.7068940402,336848.7674134415,1638073.8293598928,949502.3504365452,652226.1101424689,396820.878965721,4.197710630858662e-05,4.4900810874625794e-05,4.3911296444166e-05,4.8342936693434574e-05,4.605806804345408e-05,5.186302176289527e-05,1.0910374419002118e-06,1.6755917029712445e-06
420358.7822248373,695668.5563162862,0.0001431573013862,7.277853793727293e-05,666701.0726456003,304320.5678652036,1502699.20491312,1147196.5352559602,675445.3164758291,472372.9230789252,6.436527476334987e-05,4.0659633603742455e-05,6.656881881118147e-05,4.429505984893304e-05,6.825318922235672e-05,4.850976999251368e-05,1.0002471090218182e-06,1.8642160220069848e-06
366493.6281085791,879746.8494371113,2.2474041872951045e-05,0.0001461920300796,603589.6706701528,384676.14735792496,1905899.3195921609,878199.7639384128,810229.3334613437,422440.06936811394,3.567822408788136e-05,3.731149884506526e-05,3.799217698717555e-05,4.153435402000748e-05,4.059765668112138e-05,4.470144864765878e-05,1.3565693857286077e-06,1.6627339924535049e-06
426799.1453814245,1041372.8317361716,1.906322363069549e-05,8.035508936805171e-05,788085.3284122432,428865.01622622367,1893921.5994745083,908348.7786302211,792997.977545972,429268.3457938511,3.413948565946682e-05,3.798848625540788e-05,3.672962437356288e-05,4.176580425266851e-05,3.9039218315818965e-05,4.456398598195024e-05,1.2687822557824208e-06,1.5282283332994636e-06
469804.40931509127,1027540.211494017,8.191728626501867e-05,5.440141627619921e-05,860557.5901539132,433146.88914761215,2035053.7164727573,1623691.595976193,969533.7029334884,677632.0483305645,3.703328128814584e-05,2.8615113915864307e-05,4.041942324244496e-05,3.6297424845457325e-05,4.303600609636642e-05,4.370327668873849e-05,1.645601893617291e-06,3.3008604805892277e-06
147811.12824370028,480326.8336898684,0.0001514851292504,0.0005011499799511,288703.40832258016,219906.2833262068,926882.113063434,627225.0964349891,393225.8689844596,264291.47906508803,8.982691343041909e-05,9.801644570120152e-05,9.099486407360816e-05,0.0001015249922575,9.234923165719892e-05,0.0001038631976136,7.351474727591187e-07,1.262933754906657e-06
143894.58509792303,481895.56416573824,3.9265767408069055e-05,0.0001992747873188,372282.23270815634,219123.82498001363,1286126.8539420122,657035.630580292,489960.2173268377,284746.6760284864,5.979535230530427e-05,6.844077740211052e-05,6.14329787711805e-05,7.211880049395425e-05,6.341503768019699e-05,7.57866509609678e-05,1.0317415916492533e-06,1.6848404964285956e-06
330803.64390935446,846544.078716519,2.456518398263734e-05,8.176390487409594e-05,642797.4545407529,381519.8026144471,2213737.9726998424,802004.0977295921,915782.2821047478,353712.9859089894,3.691701074926776e-05,4.356911213899319e-05,3.9562015119771536e-05,4.702447576351161e-05,4.283931965811646e-05,4.9776670438346176e-05,1.6584228371246009e-06,1.4136744543120853e-06
410775.25757677207,728352.0940229652,0.0001081715707088,8.12759189494821e-05,675261.1415127199,335001.39134370175,1827650.6978035893,838232.6855267732,778566.1009071874,369552.810358312,5.924911711536257e-05,4.04582520236594e-05,6.177636390100617e-05,4.434211190090347e-05,6.399574229671174e-05,4.79271197354612e-05,1.3119493071738314e-06,1.6740865365810397e-06
238959.2337889858,460391.8798251842,4.114443779695696e-05,9.79796738915535e-05,456514.0096603232,196472.5203655088,1232142.0542840452,382096.9826449054,511550.7317295511,185740.63489242896,5.2659760697604135e-05,4.438390771084887e-05,5.436525495773894e-05,4.573143426648796e-05,5.589090124220011e-05,4.713608522627474e-05,9.063199247837892e-07,5.433722024267356e-07
162362.20296552245,496703.3075322709,3.720334438572727e-05,9.93190671488438e-05,293616.8660448804,228408.19724256825,764773.2146060568,517934.8124383287,340627.4302177185,212888.03122024628,4.738276379643008e-05,5.4078927334670126e-05,4.860767260230179e-05,5.793036651578249e-05,4.9591097757668815e-05,6.11065095059786e-05,6.272296428591008e-07,1.7079022750623887e-06
447272.3295966316,1129155.9366548578,1.041763376276315e-05,0.0001004308724173,810922.5773484623,459551.6940067544,2550893.323084929,819100.9099925898,1064172.4081664355,393927.2271445319,2.3129182064725422e-05,3.117540107142955e-05,2.6455023241933484e-05,3.532764635802135e-05,3.009899693454738e-05,3.81286577185001e-05,2.0139076553284644e-06,1.5496489926114356e-06
217328.88162085967,401265.0532094113,0.0001659610557231,0.0001374998101402,357517.86572369974,198681.74398674077,699869.0270213208,602527.2154438831,337282.05596588034,254475.76633221927,6.630170386631819e-05,5.5371330880447575e-05,6.745496518077124e-05,5.855619184979482e-05,6.810460582372129e-05,6.132295337150488e-05,4.451788627415479e-07,1.376914117925376e-06
176430.06228193507,443268.5385565854,0.0002226353541092,0.0004538562375894,268188.2632143911,199859.8417510909,584626.1041012367,729259.4383640622,260991.2371436481,296556.08198145835,9.4847131124962e-05,9.503797258762137e-05,9.56777731482077e-05,9.785675701128938e-05,9.62853573079246e-05,0.0001001863820304,3.426692350890883e-07,1.2487126309677318e-06
408346.2630555749,1129991.7391053813,2.5514715561727567e-05,0.0002956111884575,665335.9851588658,505744.7588663673,1580271.2385890286,1109553.031200039,668761.7472181923,501577.8465122472,3.748702245143023e-05,5.073848548175877e-05,3.958264408723868e-05,5.693492901261972e-05,4.13120473602121e-05,6.085843672524691e-05,9.414111008825316e-07,2.278642580176881e-06
319094.1538290338,883173.9540132612,2.94596040597304e-05,0.0001124518903098,545536.5710625303,344848.5843519024,1230701.3294649278,692782.9157209632,584312.2437908998,317269.76068954583,3.177012334680446e-05,4.254608172313935e-05,3.3680475277747784e-05,4.572263294119467e-05,3.5066181595147915e-05,4.88522930025016e-05,8.659315833103637e-07,1.258156815365116e-06
326864.17874380475,620276.7179707037,0.0001876618458114,0.0001773409409835,512318.7818632964,247876.16974613225,937468.282094817,423303.1836709107,450640.5874777706,202126.25971163943,6.095514030144652e-05,4.985056248846594e-05,6.240974616521396e-05,5.116767123229832e-05,6.319427335917002e-05,5.242518960139058e-05,5.018823760332482e-07,4.508736013473033e-07
515012.10347048513,1057642.1476848696,3.041778906773644e-05,6.368974323429622e-05,810429.260347651,495079.2347712083,2168547.679692418,1325005.8846229024,942889.3387441196,619098.2917823497,3.421258723156212e-05,2.2683794232763524e-05,3.710377204115968e-05,2.8465667605662053e-05,3.9547641236880807e-05,3.267548837608444e-05,1.4556494559929124e-06,2.4552555337119765e-06
205508.52545278668,402546.1742851325,0.0001808773738771,0.0005668817395131,361841.1726818988,172574.35929083137,897333.3863254825,339875.23541046114,372593.0492190727,164555.96476341574,9.543795515395728e-05,8.837078283140405e-05,9.660859584813362e-05,8.953955209394583e-05,9.765377548721864e-05,9.082797437039172e-05,5.634671485705635e-07,4.853175220050303e-07
495140.8064953665,1024795.1674982072,0.0001627694466602,0.0001040024094239,757911.2188842066,433627.6099173208,1314824.9887804522,1245025.6782597664,633874.1791070519,551271.9891144673,4.985215276386956e-05,3.743886412593861e-05,5.175122474406772e-05,4.350415512994931e-05,5.276048821341314e-05,4.860729470707061e-05,6.248780539834634e-07,2.369872486759613e-06
290168.2534374061,995087.2558580794,9.61865243483252e-06,0.0002886772608893,710035.3616161365,423613.0008680369,2454763.9728245176,1318391.1232249525,934801.1536999528,562762.130862213,2.8354234549620543e-05,5.148098290305328e-05,3.132171838914627e-05,5.7324617009934094e-05,3.509244542356064e-05,6.171774278863807e-05,1.9557136805739256e-06,2.413348625015893e-06
356414.5569524948,768124.8312159886,0.0001059661640306,0.0001688559418281,647781.1224225403,362522.1215543102,1765771.865821398,961944.0786720882,737737.6450378274,407813.3841343976,6.120423187113554e-05,5.510066234572003e-05,6.355756886475518e-05,5.94306239956832e-05,6.565782478167091e-05,6.322468499052925e-05,1.2437672625408874e-06,1.779515623576808e-06
364314.1122804976,970330.3401965492,0.0001570916406764,0.0003738289410714,611355.8146973609,407451.208961931,1370743.933266097,1094043.0724804678,645780.8524267499,498178.6730275602,5.6208451828953695e-05,6.39010085875814e-05,5.830928237523953e-05,6.949429620532906e-05,5.9931050388717104e-05,7.360969294912623e-05,9.572691175129598e-07,2.066521526106788e-06
497684.1992192862,1080582.2877700855,3.905480909314514e-05,3.925526441631444e-05,881607.3658852737,587910.7410824853,2097279.196548746,2155697.390994077,918206.0824027652,850005.2576779028,3.462602970455604e-05,2.598615416335282e-05,3.824951546262535e-05,3.5389026344661325e-05,4.094494685406847e-05,4.584284544527423e-05,1.564323535007256e-06,4.59584418922403e-06
