Peso;elastic_energy;CO2;p1_x;p1_y;p1_z;p1_T;p2_x;p2_y;p2_z;p2_T;p3_x;p3_y;p3_z;p3_T;p4_x;p4_y;p4_z;p4_T;p5_x;p5_y;p5_z;p5_T
53017,20175180242;797,56155157607;137844,7245546863;-2,603425214692587e-06;-3,810533897610593e-05;1,572016007020885e-05;21,235947430742854;1,4302345584864207e-05;-8,822347004509278e-07;-1,0612845786383602e-05;21,222343386977947;1,8609732247208585e-05;-1,1481063470278715e-08;-3,355112704994619e-05;21,19314029425094;1,4383333619911729e-05;1,286116279463749e-06;-8,105320405894317e-06;21,222000169945552;1,4541505867247244e-05;3,864777839686803e-05;1,5661774915326515e-05;21,23454468528554
45629,048702197986;70,71251057753344;118635,52662571477;1,7342829244748922e-05;5,2725383604043185e-05;-6,263832527366892e-08;19,57284327680639;-3,2633105303244022e-06;4,164663041846825e-05;-0,00013086467800257705;19,556608192849048;3,68192649587945e-08;-8,107320876100637e-09;-0,00021056824017524016;19,520112628518707;-3,0483755081787587e-06;-4,112389610807639e-05;-0,0001286704709777312;19,556797719041143;-7,323893775303315e-07;-5,208379022218074e-05;-1,6734804564855494e-07;19,572470073768326
50173,10857180022;51,298597089473574;130450,08228668058;9,878088608952413e-06;1,8898086829886066e-05;6,126123241045606e-06;20,249679411608703;4,327792223207723e-06;2,6163427124860346e-05;-8,778175442389116e-05;20,236480718466474;8,476746050940518e-06;-4,796115942291948e-08;-0,00014770002998957136;20,208113605051164;4,330487848204347e-06;-2,575252112078472e-05;-8,515187779364982e-05;20,236999928211986;4,524151456703562e-06;-1,8188744689422363e-05;6,0738745596536385e-06;20,251351159368674
47702,19021660306;2984,0270099847025;124025,69456316797;-2,1189477636197602e-05;-0,00011784528235911623;2,683530915024934e-05;22,65363424697728;2,6297510118656144e-05;-4,179008871331542e-05;0,00010810529100558712;22,6372029029292;2,9680302257792807e-05;-7,572231440584507e-08;0,000145957321552824;22,60189367258033;2,6368416345086346e-05;4,205946660624675e-05;0,00011081745556946936;22,636661866082125;2,7701134127885388e-05;0,00011836350302496571;2,676787352839375e-05;22,653142327815026
46491,69771406473;493,7916432856047;120878,4140565683;2,2775085653995017e-05;8,037171939802117e-05;-6,305042486670407e-06;19,058191326396788;-9,017293601532738e-06;5,259820781439732e-05;-0,00016159056045295193;19,04364725402207;-6,2151266051290335e-06;-5,947851640661558e-08;-0,0002531896709966502;19,014052226394867;-8,963552062985123e-06;-5,212502319150518e-05;-0,0001588208882032054;19,043671046005457;-6,020886643918478e-06;-7,958584343733863e-05;-6,375495655066631e-06;19,058510961095834
53927,79963613557;1119,01825773665;140212,2790539525;-6,652866736777476e-06;-5,654512809494208e-05;1,8908640441884305e-05;21,730309859827965;1,77355530165184e-05;-9,175889450476781e-06;1,3133513345389591e-05;21,71652149066451;2,192060293723417e-05;-1,1263487444680246e-08;9,311599770996188e-07;21,682013192972736;1,777470047255219e-05;9,544100263357875e-06;1,5455186292197245e-05;21,71678410012726;1,7836771809501994e-05;5,710606013646463e-05;1,881969342653504e-05;21,73227087399951
49220,138365577885;1523,065119899533;127972,35975050251;-1,0298322613698927e-05;-7,194756203628484e-05;2,1358492416116974e-05;22,132193249203098;2,0733750219190854e-05;-1,7346267543918406e-05;3,6711607753237596e-05;22,120534256879964;2,52417974001714e-05;-1,077733889091771e-08;3,65990806179886e-05;22,09525170739681;2,075604011407591e-05;1,7709944612675233e-05;3,894714304418302e-05;22,12077999437421;1,979382560331273e-05;7,247164961439505e-05;2,1284980168505054e-05;22,133030304902803
51661,92998398069;274,1550490729669;134321,0179583498;3,0265487568369545e-06;-1,1864408983669062e-05;1,0429032764688779e-05;20,7554162526725;8,140350601701064e-06;1,0782542404044623e-05;-4,2916209241060656e-05;20,73729408680561;1,1456644555206614e-05;-1,5684289718060587e-08;-7,970088484879941e-05;20,698913778772276;8,287467529741798e-06;-1,021729011881734e-05;-4,003265761640976e-05;20,737868958724864;1,0519816131837662e-05;1,2721103083110953e-05;1,0311364414012773e-05;20,756052412023994
48681,137736013676;1955,194559260421;126570,95811363556;-1,1858027217112762e-05;-7,708085412709548e-05;2,1093892481940208e-05;21,95853390257486;2,0072798125903902e-05;-2,1832862822997454e-05;5,0816937568461916e-05;21,94358669952501;2,3718042114358088e-05;1,759069233090937e-08;6,007029243077584e-05;21,9118539821947;2,0085756920220273e-05;2,2239152098032084e-05;5,303284443238643e-05;21,943554966558402;2,048241039159417e-05;7,761344740697891e-05;2,106790533061414e-05;21,95697972824366
51115,549929675435;141,9668974109418;132900,42981715614;2,0545699423044876e-05;6,508103133079013e-05;-1,0165126138326167e-06;19,364972755042878;-3,82225127165626e-06;4,927923608860745e-05;-0,00015454527508935916;19,350671209251402;1,3981393238155722e-07;-1,0300539575012962e-07;-0,0002472783170113986;19,320193548069405;-3,7685168750496526e-06;-4,885173413398907e-05;-0,00015153586661858742;19,35008817418512;-2,626077590395367e-06;-6,441239722788349e-05;-1,0819230900551741e-06;19,36511605598463
45800,914798957194;323,7678146484151;119082,3784772887;1,5743726947130732e-06;-1,6242737430711477e-05;1,087955816438221e-05;20,846618890972472;9,192087477577544e-06;7,544640792893923e-06;-3,322241453674463e-05;20,832780452728752;1,2695910947663462e-05;-5,437112860205452e-08;-6,447662105790539e-05;20,799978878679436;9,25658358548594e-06;-7,129148755467403e-06;-3,060725024563632e-05;20,833050915891086;1,0185435924953227e-05;1,688490126303039e-05;1,0790063233737645e-05;20,848246320040765
53224,82120113478;2989,324203789052;138384,53512295042;-2,0828670121033843e-05;-0,00011731623511620255;2,724019714461262e-05;22,582566916291498;2,7090366038413626e-05;-4,0453046482691306e-05;0,00010392486469659466;22,567817590782084;3,086309888783306e-05;-5,1190732957810046e-08;0,00013799865567925938;22,53829653328463;2,7139669280575692e-05;4,0733082901395395e-05;0,00010596162165729138;22,569041517001327;2,7911133329058312e-05;0,00011775792092967997;2,714905407047263e-05;22,58274261164283
49636,23542344822;21,73301365189346;129054,21210096538;1,2343383779435593e-05;3,2351315464768256e-05;2,6357513576508574e-06;19,915864530039755;1,7972160048433344e-07;3,0742194930936774e-05;-9,894023464177774e-05;19,901247645579005;3,430616049786738e-06;-9,742858818927907e-09;-0,00016251029313431883;19,871507703913483;3,134134549260368e-07;-3,0328983275704244e-05;-9,722339723790688e-05;19,90173784967807;2,037477016210339e-06;-3,187506584147308e-05;2,5151353082615985e-06;19,91583504949212
47153,72385434654;609,6276133594864;122599,68202130102;-3,1628477822838457e-06;-3,841292154813598e-05;1,484744072041497e-05;21,393204960916187;1,3404838632195512e-05;-2,219695822256843e-06;-5,600639297813147e-06;21,37835865649974;1,7187887314681078e-05;-4,898054473417982e-08;-2,4341152300873034e-05;21,34507015356971;1,3584662075688193e-05;2,685437476855736e-06;-2,8300396435715324e-06;21,378091151006785;1,4146909946498952e-05;3,90953657432753e-05;1,478366571014481e-05;21,39264096286138
52323,730222754886;3705,389244539608;136041,6985791627;-2,1399131801956437e-05;-0,00012499430902907042;3,129903717435744e-05;23,13715060705083;3,0619165931071054e-05;-4,109035367203482e-05;0,00010316583272345802;23,122079383501077;3,546886005956296e-05;1,7039017364813365e-08;0,00013372891012922158;23,091181724423848;3,064080523462608e-05;4,148743093480458e-05;0,0001057136607577721;23,122246851081787;2,9825063790239306e-05;0,00012559146893013554;3,1253854362169465e-05;23,138240376788655
44928,800054398154;63,25252531381042;116814,8801414352;7,234368945922535e-06;1,0191318418859006e-05;5,741918550183048e-06;20,27724558284571;3,451664059938577e-06;1,9234633105988176e-05;-6,583016523471081e-05;20,26254656510971;6,449913736958875e-06;-2,7095192403119408e-08;-0,0001119303571355985;20,232202689649554;3,637541762297502e-06;-1,8856349413253238e-05;-6,365375450614236e-05;20,26281767379096;5,769694745642481e-06;-9,61942673459538e-06;5,65360741388329e-06;20,277769923804424
50690,7786399118;127,3961292511084;131796,02446377068;6,760392386164805e-06;5,4571125232665744e-06;7,922853876896915e-06;20,50193077962703;6,086579546853103e-06;1,9034679678787272e-05;-6,711719726937313e-05;20,48808757799045;1,0070021895239618e-05;-5,006349458468851e-08;-0,00011594478203840563;20,457805529204506;6,258753057626579e-06;-1,8573884180479016e-05;-6,440046206480448e-05;20,487778272230784;6,88795628049196e-06;-4,772586242819236e-06;7,836571440749607e-06;20,501733990824444
48259,08505785159;3362,8674385543777;125473,62115041414;-2,275022521964245e-05;-0,00012870127746243663;3,0540948571919284e-05;22,90755999171688;3,0315634714038306e-05;-4,430166805749971e-05;0,00011372243547500701;22,892043913586708;3,4765355350271035e-05;2,1516172580556846e-08;0,00015077446565312473;22,859375573855736;3,0445962375384466e-05;4,465601245245095e-05;0,00011612946816917981;22,891875271718455;3,011812556281728e-05;0,00012929050462279096;3,053474676146251e-05;22,907235272891143
53419,22870245603;1059,8362534782204;138889,99462638568;-5,601924798976988e-06;-5,277223049278235e-05;1,8657753333233042e-05;21,47665815262784;1,7419597202044683e-05;-6,958017917401938e-06;6,019693201390296e-06;21,464756187520575;2,1989141328224814e-05;-5,080763214927746e-08;-9,912788597248443e-06;21,439728114405135;1,751763010327509e-05;7,3296116374088855e-06;8,630392801669523e-06;21,46501170249547;1,7406320440067566e-05;5,342171835492921e-05;1,860623440343021e-05;21,477739238436794
45993,20599466564;24,102542433547978;119582,33558613066;1,2509656946391065e-05;3,4215930870953314e-05;1,7037326744016948e-06;19,839771643878983;-1,028135161714484e-06;3,063039392520824e-05;-9,785752830041532e-05;19,822188805403215;1,6524969651230162e-06;-3,212797027122169e-08;-0,00015915383024321745;19,78246865775169;-8,859847229041976e-07;-3,0157629139670075e-05;-9,554730645466427e-05;19,822501959283787;1,6157833089242394e-06;-3,356206457348276e-05;1,6037707055897157e-06;19,840353966370945
47271,30967881775;2456,849703090504;122905,40516492615;-1,646955268330194e-05;-9,579967772351553e-05;2,354840730525043e-05;22,41667673851343;2,3121022683226897e-05;-3,17617903116045e-05;7,99782970017929e-05;22,40408798917968;2,678474165319756e-05;-2,774101743869782e-08;0,00010439033144962378;22,374702008773433;2,3310583532443356e-05;3,211581436840512e-05;8,219374620791979e-05;22,40354809228149;2,2916408625905535e-05;9,634960424606428e-05;2,3546623259970297e-05;22,417030316612557
49751,12145838002;405,0225845184356;129352,91579178805;3,26487083814931e-07;-2,394743851082345e-05;1,2514479901314132e-05;21,011317853568087;1,0618175054136818e-05;5,177065355455841e-06;-2,697470820510713e-05;20,995445590014384;1,4252788683460181e-05;-2,6128476169183837e-08;-5,700355451552433e-05;20,960578905731772;1,0759975409918519e-05;-4,80368393577807e-06;-2,478810592521847e-05;20,9947449649313;1,2467278589308526e-05;2,446564383733477e-05;1,244180797790512e-05;21,011289115327873
44427,225909846624;220,36938310757654;115510,78736560122;2,024315838047076e-05;6,704121607545119e-05;-3,0045346653375584e-06;19,332399881849945;-5,488456065724126e-06;4,79125697836681e-05;-0,0001490931263308863;19,31909856519278;-2,07456005974781e-06;2,846552769491837e-09;-0,00023674778167943357;19,290560055705363;-5,32056414701081e-06;-4,738677986110297e-05;-0,00014660550215369816;19,31852434951012;-3,469703268515642e-06;-6,633753280566956e-05;-3,1009800560629783e-06;19,333379869564855
51824,25356175402;1608,123661621236;134743,05926056046;-1,1144209492995475e-05;-7,494942204446362e-05;2,089944804197986e-05;22,000173568426217;1,9826649158458392e-05;-1,959834822016421e-05;4,3929836447568556e-05;21,98354985903462;2,3625526025844128e-05;-1,3203021079926682e-08;4,8640417049069834e-05;21,947930519114742;1,994054905782974e-05;1,9983377728515585e-05;4,6284836394566866e-05;21,98321650742021;2,0759622792969396e-05;7,55086951972417e-05;2,084568218567225e-05;22,000204508628187
